token,sentiment,score
guiltily,negative,-1
guiltless,positive,1
guilty,negative,-1
gullible,negative,-1
gumption,positive,1
gush,positive,1
gusto,positive,1
gutless,negative,-1
gutsy,positive,1
gutter,negative,-1
hack,negative,-1
hacks,negative,-1
haggard,negative,-1
haggle,negative,-1
hail,positive,1
hairloss,negative,-1
halcyon,positive,1
hale,positive,1
halfhearted,negative,-1
halfheartedly,negative,-1
hallmark,positive,1
hallmarks,positive,1
hallowed,positive,1
hallucinate,negative,-1
hallucination,negative,-1
hamper,negative,-1
hampered,negative,-1
handicapped,negative,-1
handier,positive,1
handily,positive,1
hands-down,positive,1
handsome,positive,1
handsomely,positive,1
handy,positive,1
hang,negative,-1
hangs,negative,-1
haphazard,negative,-1
hapless,negative,-1
happier,positive,1
happily,positive,1
happiness,positive,1
happy,positive,1
harangue,negative,-1
harass,negative,-1
harassed,negative,-1
harasses,negative,-1
harassment,negative,-1
harboring,negative,-1
harbors,negative,-1
hard,negative,-1
hard-hit,negative,-1
hard-line,negative,-1
hard-liner,negative,-1
hard-working,positive,1
hardball,negative,-1
harden,negative,-1
hardened,negative,-1
hardheaded,negative,-1
hardhearted,negative,-1
hardier,positive,1
hardliner,negative,-1
hardliners,negative,-1
hardship,negative,-1
hardships,negative,-1
hardy,positive,1
harm,negative,-1
harmed,negative,-1
harmful,negative,-1
harmless,positive,1
harmonious,positive,1
harmoniously,positive,1
harmonize,positive,1
harmony,positive,1
harms,negative,-1
harpy,negative,-1
harridan,negative,-1
harried,negative,-1
harrow,negative,-1
harsh,negative,-1
harshly,negative,-1
hasseling,negative,-1
hassle,negative,-1
hassled,negative,-1
hassles,negative,-1
haste,negative,-1
hastily,negative,-1
hasty,negative,-1
hate,negative,-1
hated,negative,-1
hateful,negative,-1
hatefully,negative,-1
hatefulness,negative,-1
hater,negative,-1
haters,negative,-1
hates,negative,-1
hating,negative,-1
hatred,negative,-1
haughtily,negative,-1
haughty,negative,-1
haunt,negative,-1
haunting,negative,-1
havoc,negative,-1
hawkish,negative,-1
haywire,negative,-1
hazard,negative,-1
hazardous,negative,-1
haze,negative,-1
hazy,negative,-1
head-aches,negative,-1
headache,negative,-1
headaches,negative,-1
headway,positive,1
heal,positive,1
healthful,positive,1
healthy,positive,1
heartbreaker,negative,-1
heartbreaking,negative,-1
heartbreakingly,negative,-1
hearten,positive,1
heartening,positive,1
heartfelt,positive,1
heartily,positive,1
heartless,negative,-1
heartwarming,positive,1
heathen,negative,-1
heaven,positive,1
heavenly,positive,1
heavy-handed,negative,-1
heavyhearted,negative,-1
heck,negative,-1
heckle,negative,-1
heckled,negative,-1
heckles,negative,-1
hectic,negative,-1
hedge,negative,-1
hedonistic,negative,-1
heedless,negative,-1
hefty,negative,-1
hegemonism,negative,-1
hegemonistic,negative,-1
hegemony,negative,-1
heinous,negative,-1
hell,negative,-1
hell-bent,negative,-1
hellion,negative,-1
hells,negative,-1
helped,positive,1
helpful,positive,1
helping,positive,1
helpless,negative,-1
helplessly,negative,-1
helplessness,negative,-1
heresy,negative,-1
heretic,negative,-1
heretical,negative,-1
hero,positive,1
heroic,positive,1
heroically,positive,1
heroine,positive,1
heroize,positive,1
heros,positive,1
hesitant,negative,-1
hestitant,negative,-1
hideous,negative,-1
hideously,negative,-1
hideousness,negative,-1
high-priced,negative,-1
high-quality,positive,1
high-spirited,positive,1
hilarious,positive,1
hiliarious,negative,-1
hinder,negative,-1
hindrance,negative,-1
hiss,negative,-1
hissed,negative,-1
hissing,negative,-1
ho-hum,negative,-1
hoard,negative,-1
hoax,negative,-1
hobble,negative,-1
hogs,negative,-1
hollow,negative,-1
holy,positive,1
homage,positive,1
honest,positive,1
honesty,positive,1
honor,positive,1
honorable,positive,1
honored,positive,1
honoring,positive,1
hoodium,negative,-1
hoodwink,negative,-1
hooligan,negative,-1
hooray,positive,1
hopeful,positive,1
hopeless,negative,-1
hopelessly,negative,-1
hopelessness,negative,-1
horde,negative,-1
horrendous,negative,-1
horrendously,negative,-1
horrible,negative,-1
horrid,negative,-1
horrific,negative,-1
horrified,negative,-1
horrifies,negative,-1
horrify,negative,-1
horrifying,negative,-1
horrifys,negative,-1
hospitable,positive,1
hostage,negative,-1
hostile,negative,-1
hostilities,negative,-1
hostility,negative,-1
hot,positive,1
hotbeds,negative,-1
hotcake,positive,1
hotcakes,positive,1
hothead,negative,-1
hotheaded,negative,-1
hothouse,negative,-1
hottest,positive,1
hubris,negative,-1
huckster,negative,-1
hug,positive,1
hum,negative,-1
humane,positive,1
humble,positive,1
humid,negative,-1
humiliate,negative,-1
humiliating,negative,-1
humiliation,negative,-1
humility,positive,1
humming,negative,-1
humor,positive,1
humorous,positive,1
humorously,positive,1
humour,positive,1
humourous,positive,1
hung,negative,-1
hurt,negative,-1
hurted,negative,-1
hurtful,negative,-1
hurting,negative,-1
hurts,negative,-1
hustler,negative,-1
hype,negative,-1
hypocricy,negative,-1
hypocrisy,negative,-1
hypocrite,negative,-1
hypocrites,negative,-1
hypocritical,negative,-1
hypocritically,negative,-1
hysteria,negative,-1
hysteric,negative,-1
hysterical,negative,-1
hysterically,negative,-1
hysterics,negative,-1
ideal,positive,1
idealize,positive,1
ideally,positive,1
idiocies,negative,-1
idiocy,negative,-1
idiot,negative,-1
idiotic,negative,-1
idiotically,negative,-1
idiots,negative,-1
idle,negative,-1
idol,positive,1
idolize,positive,1
idolized,positive,1
idyllic,positive,1
ignoble,negative,-1
ignominious,negative,-1
ignominiously,negative,-1
ignominy,negative,-1
ignorance,negative,-1
ignorant,negative,-1
ignore,negative,-1
ill-advised,negative,-1
ill-conceived,negative,-1
ill-defined,negative,-1
ill-designed,negative,-1
ill-fated,negative,-1
ill-favored,negative,-1
ill-formed,negative,-1
ill-mannered,negative,-1
ill-natured,negative,-1
ill-sorted,negative,-1
ill-tempered,negative,-1
ill-treated,negative,-1
ill-treatment,negative,-1
ill-usage,negative,-1
ill-used,negative,-1
illegal,negative,-1
illegally,negative,-1
illegitimate,negative,-1
illicit,negative,-1
illiterate,negative,-1
illness,negative,-1
illogic,negative,-1
illogical,negative,-1
illogically,negative,-1
illuminate,positive,1
illuminati,positive,1
illuminating,positive,1
illumine,positive,1
illusion,negative,-1
illusions,negative,-1
illusory,negative,-1
illustrious,positive,1
ilu,positive,1
imaculate,positive,1
imaginary,negative,-1
imaginative,positive,1
imbalance,negative,-1
imbecile,negative,-1
imbroglio,negative,-1
immaculate,positive,1
immaculately,positive,1
immaterial,negative,-1
immature,negative,-1
immense,positive,1
imminence,negative,-1
imminently,negative,-1
immobilized,negative,-1
immoderate,negative,-1
immoderately,negative,-1
immodest,negative,-1
immoral,negative,-1
immorality,negative,-1
immorally,negative,-1
immovable,negative,-1
impair,negative,-1
impaired,negative,-1
impartial,positive,1
impartiality,positive,1
impartially,positive,1
impasse,negative,-1
impassioned,positive,1
impatience,negative,-1
impatient,negative,-1
impatiently,negative,-1
impeach,negative,-1
impeccable,positive,1
impeccably,positive,1
impedance,negative,-1
impede,negative,-1
impediment,negative,-1
impending,negative,-1
impenitent,negative,-1
imperfect,negative,-1
imperfection,negative,-1
imperfections,negative,-1
imperfectly,negative,-1
imperialist,negative,-1
imperil,negative,-1
imperious,negative,-1
imperiously,negative,-1
impermissible,negative,-1
impersonal,negative,-1
impertinent,negative,-1
impetuous,negative,-1
impetuously,negative,-1
impiety,negative,-1
impinge,negative,-1
impious,negative,-1
implacable,negative,-1
implausible,negative,-1
implausibly,negative,-1
implicate,negative,-1
implication,negative,-1
implode,negative,-1
impolite,negative,-1
impolitely,negative,-1
impolitic,negative,-1
important,positive,1
importunate,negative,-1
importune,negative,-1
impose,negative,-1
imposers,negative,-1
imposing,negative,-1
imposition,negative,-1
impossible,negative,-1
impossiblity,negative,-1
impossibly,negative,-1
impotent,negative,-1
impoverish,negative,-1
impoverished,negative,-1
impractical,negative,-1
imprecate,negative,-1
imprecise,negative,-1
imprecisely,negative,-1
imprecision,negative,-1
impress,positive,1
impressed,positive,1
impresses,positive,1
impressive,positive,1
impressively,positive,1
impressiveness,positive,1
imprison,negative,-1
imprisonment,negative,-1
improbability,negative,-1
improbable,negative,-1
improbably,negative,-1
improper,negative,-1
improperly,negative,-1
impropriety,negative,-1
improve,positive,1
improved,positive,1
improvement,positive,1
improvements,positive,1
improves,positive,1
improving,positive,1
imprudence,negative,-1
imprudent,negative,-1
impudence,negative,-1
impudent,negative,-1
impudently,negative,-1
impugn,negative,-1
impulsive,negative,-1
impulsively,negative,-1
impunity,negative,-1
impure,negative,-1
impurity,negative,-1
inability,negative,-1
inaccuracies,negative,-1
inaccuracy,negative,-1
inaccurate,negative,-1
inaccurately,negative,-1
inaction,negative,-1
inactive,negative,-1
inadequacy,negative,-1
inadequate,negative,-1
inadequately,negative,-1
inadverent,negative,-1
inadverently,negative,-1
inadvisable,negative,-1
inadvisably,negative,-1
inane,negative,-1
inanely,negative,-1
inappropriate,negative,-1
inappropriately,negative,-1
inapt,negative,-1
inaptitude,negative,-1
inarticulate,negative,-1
inattentive,negative,-1
inaudible,negative,-1
incapable,negative,-1
incapably,negative,-1
incautious,negative,-1
incendiary,negative,-1
incense,negative,-1
incessant,negative,-1
incessantly,negative,-1
incite,negative,-1
incitement,negative,-1
incivility,negative,-1
inclement,negative,-1
incognizant,negative,-1
incoherence,negative,-1
incoherent,negative,-1
incoherently,negative,-1
incommensurate,negative,-1
incomparable,negative,-1
incomparably,negative,-1
incompatability,negative,-1
incompatibility,negative,-1
incompatible,negative,-1
incompetence,negative,-1
incompetent,negative,-1
incompetently,negative,-1
incomplete,negative,-1
incompliant,negative,-1
incomprehensible,negative,-1
incomprehension,negative,-1
inconceivable,negative,-1
inconceivably,negative,-1
incongruous,negative,-1
incongruously,negative,-1
inconsequent,negative,-1
inconsequential,negative,-1
inconsequentially,negative,-1
inconsequently,negative,-1
inconsiderate,negative,-1
inconsiderately,negative,-1
inconsistence,negative,-1
inconsistencies,negative,-1
inconsistency,negative,-1
inconsistent,negative,-1
inconsolable,negative,-1
inconsolably,negative,-1
inconstant,negative,-1
inconvenience,negative,-1
inconveniently,negative,-1
incorrect,negative,-1
incorrectly,negative,-1
incorrigible,negative,-1
incorrigibly,negative,-1
incredible,positive,1
incredibly,positive,1
incredulous,negative,-1
incredulously,negative,-1
inculcate,negative,-1
indebted,positive,1
indecency,negative,-1
indecent,negative,-1
indecently,negative,-1
indecision,negative,-1
indecisive,negative,-1
indecisively,negative,-1
indecorum,negative,-1
indefensible,negative,-1
indelicate,negative,-1
indeterminable,negative,-1
indeterminably,negative,-1
indeterminate,negative,-1
indifference,negative,-1
indifferent,negative,-1
indigent,negative,-1
indignant,negative,-1
indignantly,negative,-1
indignation,negative,-1
indignity,negative,-1
indiscernible,negative,-1
indiscreet,negative,-1
indiscreetly,negative,-1
indiscretion,negative,-1
indiscriminate,negative,-1
indiscriminately,negative,-1
indiscriminating,negative,-1
indistinguishable,negative,-1
individualized,positive,1
indoctrinate,negative,-1
indoctrination,negative,-1
indolent,negative,-1
indulge,negative,-1
indulgence,positive,1
indulgent,positive,1
industrious,positive,1
ineffective,negative,-1
ineffectively,negative,-1
ineffectiveness,negative,-1
ineffectual,negative,-1
ineffectually,negative,-1
ineffectualness,negative,-1
inefficacious,negative,-1
inefficacy,negative,-1
inefficiency,negative,-1
inefficient,negative,-1
inefficiently,negative,-1
inelegance,negative,-1
inelegant,negative,-1
ineligible,negative,-1
ineloquent,negative,-1
ineloquently,negative,-1
inept,negative,-1
ineptitude,negative,-1
ineptly,negative,-1
inequalities,negative,-1
inequality,negative,-1
inequitable,negative,-1
inequitably,negative,-1
inequities,negative,-1
inescapable,negative,-1
inescapably,negative,-1
inessential,negative,-1
inestimable,positive,1
inestimably,positive,1
inevitable,negative,-1
inevitably,negative,-1
inexcusable,negative,-1
inexcusably,negative,-1
inexorable,negative,-1
inexorably,negative,-1
inexpensive,positive,1
inexperience,negative,-1
inexperienced,negative,-1
inexpert,negative,-1
inexpertly,negative,-1
inexpiable,negative,-1
inexplainable,negative,-1
inextricable,negative,-1
inextricably,negative,-1
infallibility,positive,1
infallible,positive,1
infallibly,positive,1
infamous,negative,-1
infamously,negative,-1
infamy,negative,-1
infected,negative,-1
infection,negative,-1
infections,negative,-1
inferior,negative,-1
inferiority,negative,-1
infernal,negative,-1
infest,negative,-1
infested,negative,-1
infidel,negative,-1
infidels,negative,-1
infiltrator,negative,-1
infiltrators,negative,-1
infirm,negative,-1
inflame,negative,-1
inflammation,negative,-1
inflammatory,negative,-1
inflammed,negative,-1
inflated,negative,-1
inflationary,negative,-1
inflexible,negative,-1
inflict,negative,-1
influential,positive,1
infraction,negative,-1
infringe,negative,-1
infringement,negative,-1
infringements,negative,-1
infuriate,negative,-1
infuriated,negative,-1
infuriating,negative,-1
infuriatingly,negative,-1
ingenious,positive,1
ingeniously,positive,1
ingenuity,positive,1
ingenuous,positive,1
ingenuously,positive,1
inglorious,negative,-1
ingrate,negative,-1
ingratitude,negative,-1
inhibit,negative,-1
inhibition,negative,-1
inhospitable,negative,-1
inhospitality,negative,-1
inhuman,negative,-1
inhumane,negative,-1
inhumanity,negative,-1
inimical,negative,-1
inimically,negative,-1
iniquitous,negative,-1
iniquity,negative,-1
injudicious,negative,-1
injure,negative,-1
injurious,negative,-1
injury,negative,-1
injustice,negative,-1
injustices,negative,-1
innocuous,positive,1
innovation,positive,1
innovative,positive,1
innuendo,negative,-1
inoperable,negative,-1
inopportune,negative,-1
inordinate,negative,-1
inordinately,negative,-1
inpressed,positive,1
insane,negative,-1
insanely,negative,-1
insanity,negative,-1
insatiable,negative,-1
insecure,negative,-1
insecurity,negative,-1
insensible,negative,-1
insensitive,negative,-1
insensitively,negative,-1
insensitivity,negative,-1
insidious,negative,-1
insidiously,negative,-1
insightful,positive,1
insightfully,positive,1
insignificance,negative,-1
insignificant,negative,-1
insignificantly,negative,-1
insincere,negative,-1
insincerely,negative,-1
insincerity,negative,-1
insinuate,negative,-1
insinuating,negative,-1
insinuation,negative,-1
insociable,negative,-1
insolence,negative,-1
insolent,negative,-1
insolently,negative,-1
insolvent,negative,-1
insouciance,negative,-1
inspiration,positive,1
inspirational,positive,1
inspire,positive,1
inspiring,positive,1
instability,negative,-1
instable,negative,-1
instantly,positive,1
instigate,negative,-1
instigator,negative,-1
instigators,negative,-1
instructive,positive,1
instrumental,positive,1
insubordinate,negative,-1
insubstantial,negative,-1
insubstantially,negative,-1
insufferable,negative,-1
insufferably,negative,-1
insufficiency,negative,-1
insufficient,negative,-1
insufficiently,negative,-1
insular,negative,-1
insult,negative,-1
insulted,negative,-1
insulting,negative,-1
insultingly,negative,-1
insults,negative,-1
insupportable,negative,-1
insupportably,negative,-1
insurmountable,negative,-1
insurmountably,negative,-1
insurrection,negative,-1
intefere,negative,-1
inteferes,negative,-1
integral,positive,1
integrated,positive,1
intelligence,positive,1
intelligent,positive,1
intelligible,positive,1
intense,negative,-1
interesting,positive,1
interests,positive,1
interfere,negative,-1
interference,negative,-1
interferes,negative,-1
intermittent,negative,-1
interrupt,negative,-1
interruption,negative,-1
interruptions,negative,-1
intimacy,positive,1
intimate,positive,1
intimidate,negative,-1
intimidating,negative,-1
intimidatingly,negative,-1
intimidation,negative,-1
intolerable,negative,-1
intolerablely,negative,-1
intolerance,negative,-1
intoxicate,negative,-1
intractable,negative,-1
intransigence,negative,-1
intransigent,negative,-1
intricate,positive,1
intrigue,positive,1
intriguing,positive,1
intriguingly,positive,1
intrude,negative,-1
intrusion,negative,-1
intrusive,negative,-1
intuitive,positive,1
inundate,negative,-1
inundated,negative,-1
invader,negative,-1
invalid,negative,-1
invalidate,negative,-1
invalidity,negative,-1
invaluable,positive,1
invaluablely,positive,1
invasive,negative,-1
invective,negative,-1
inveigle,negative,-1
inventive,positive,1
invidious,negative,-1
invidiously,negative,-1
invidiousness,negative,-1
invigorate,positive,1
invigorating,positive,1
invincibility,positive,1
invincible,positive,1
inviolable,positive,1
inviolate,positive,1
invisible,negative,-1
involuntarily,negative,-1
involuntary,negative,-1
invulnerable,positive,1
irascible,negative,-1
irate,negative,-1
irately,negative,-1
ire,negative,-1
irk,negative,-1
irked,negative,-1
irking,negative,-1
irks,negative,-1
irksome,negative,-1
irksomely,negative,-1
irksomeness,negative,-1
irksomenesses,negative,-1
ironic,negative,-1
ironical,negative,-1
ironically,negative,-1
ironies,negative,-1
irony,negative,-1
irragularity,negative,-1
irrational,negative,-1
irrationalities,negative,-1
irrationality,negative,-1
irrationally,negative,-1
irrationals,negative,-1
irreconcilable,negative,-1
irrecoverable,negative,-1
irrecoverableness,negative,-1
irrecoverablenesses,negative,-1
irrecoverably,negative,-1
irredeemable,negative,-1
irredeemably,negative,-1
irreformable,negative,-1
irregular,negative,-1
irregularity,negative,-1
irrelevance,negative,-1
irrelevant,negative,-1
irreparable,negative,-1
irreplaceable,positive,1
irreplacible,negative,-1
irrepressible,negative,-1
irreproachable,positive,1
irresistible,positive,1
irresistibly,positive,1
irresolute,negative,-1
irresolvable,negative,-1
irresponsible,negative,-1
irresponsibly,negative,-1
irretating,negative,-1
irretrievable,negative,-1
irreversible,negative,-1
irritable,negative,-1
irritably,negative,-1
irritant,negative,-1
irritate,negative,-1
irritated,negative,-1
irritating,negative,-1
irritation,negative,-1
irritations,negative,-1
isolate,negative,-1
isolated,negative,-1
isolation,negative,-1
issue,negative,-1
issue-free,positive,1
issues,negative,-1
itch,negative,-1
itching,negative,-1
itchy,negative,-1
jabber,negative,-1
jaded,negative,-1
jagged,negative,-1
jam,negative,-1
jarring,negative,-1
jaundiced,negative,-1
jaw-droping,positive,1
jaw-dropping,positive,1
jealous,negative,-1
jealously,negative,-1
jealousness,negative,-1
jealousy,negative,-1
jeer,negative,-1
jeering,negative,-1
jeeringly,negative,-1
jeers,negative,-1
jeopardize,negative,-1
jeopardy,negative,-1
jerk,negative,-1
jerky,negative,-1
jitter,negative,-1
jitters,negative,-1
jittery,negative,-1
job-killing,negative,-1
jobless,negative,-1
joke,negative,-1
joker,negative,-1
jollify,positive,1
jolly,positive,1
jolt,negative,-1
jovial,positive,1
joy,positive,1
joyful,positive,1
joyfully,positive,1
joyous,positive,1
joyously,positive,1
jubilant,positive,1
jubilantly,positive,1
jubilate,positive,1
jubilation,positive,1
jubiliant,positive,1
judder,negative,-1
juddering,negative,-1
judders,negative,-1
judicious,positive,1
jumpy,negative,-1
junk,negative,-1
junky,negative,-1
junkyard,negative,-1
justly,positive,1
jutter,negative,-1
jutters,negative,-1
kaput,negative,-1
keen,positive,1
keenly,positive,1
keenness,positive,1
kid-friendly,positive,1
kill,negative,-1
killed,negative,-1
killer,negative,-1
killing,negative,-1
killjoy,negative,-1
kills,negative,-1
kindliness,positive,1
kindly,positive,1
kindness,positive,1
knave,negative,-1
knife,negative,-1
knock,negative,-1
knotted,negative,-1
knowledgeable,positive,1
kook,negative,-1
kooky,negative,-1
kudos,positive,1
lack,negative,-1
lackadaisical,negative,-1
lacked,negative,-1
lackey,negative,-1
lackeys,negative,-1
lacking,negative,-1
lackluster,negative,-1
lacks,negative,-1
laconic,negative,-1
lag,negative,-1
lagged,negative,-1
lagging,negative,-1
laggy,negative,-1
lags,negative,-1
laid-off,negative,-1
lambast,negative,-1
lambaste,negative,-1
lame,negative,-1
lame-duck,negative,-1
lament,negative,-1
lamentable,negative,-1
lamentably,negative,-1
languid,negative,-1
languish,negative,-1
languor,negative,-1
languorous,negative,-1
languorously,negative,-1
lanky,negative,-1
lapse,negative,-1
lapsed,negative,-1
lapses,negative,-1
large-capacity,positive,1
lascivious,negative,-1
last-ditch,negative,-1
latency,negative,-1
laud,positive,1
laudable,positive,1
laudably,positive,1
laughable,negative,-1
laughably,negative,-1
laughingstock,negative,-1
lavish,positive,1
lavishly,positive,1
law-abiding,positive,1
lawbreaker,negative,-1
lawbreaking,negative,-1
lawful,positive,1
lawfully,positive,1
lawless,negative,-1
lawlessness,negative,-1
layoff,negative,-1
layoff-happy,negative,-1
lazy,negative,-1
lead,positive,1
leading,positive,1
leads,positive,1
leak,negative,-1
leakage,negative,-1
leakages,negative,-1
leaking,negative,-1
leaks,negative,-1
leaky,negative,-1
lean,positive,1
lech,negative,-1
lecher,negative,-1
lecherous,negative,-1
lechery,negative,-1
led,positive,1
leech,negative,-1
leer,negative,-1
leery,negative,-1
left-leaning,negative,-1
legendary,positive,1
lemon,negative,-1
lengthy,negative,-1
less-developed,negative,-1
lesser-known,negative,-1
letch,negative,-1
lethal,negative,-1
lethargic,negative,-1
lethargy,negative,-1
leverage,positive,1
levity,positive,1
lewd,negative,-1
lewdly,negative,-1
lewdness,negative,-1
liability,negative,-1
liable,negative,-1
liar,negative,-1
liars,negative,-1
liberate,positive,1
liberation,positive,1
liberty,positive,1
licentious,negative,-1
licentiously,negative,-1
licentiousness,negative,-1
lie,negative,-1
lied,negative,-1
lier,negative,-1
lies,negative,-1
life-threatening,negative,-1
lifeless,negative,-1
lifesaver,positive,1
light-hearted,positive,1
lighter,positive,1
likable,positive,1
like,positive,1
liked,positive,1
likes,positive,1
liking,positive,1
limit,negative,-1
limitation,negative,-1
limitations,negative,-1
limited,negative,-1
limits,negative,-1
limp,negative,-1
lionhearted,positive,1
listless,negative,-1
litigious,negative,-1
little-known,negative,-1
lively,positive,1
livid,negative,-1
lividly,negative,-1
loath,negative,-1
loathe,negative,-1
loathing,negative,-1
loathly,negative,-1
loathsome,negative,-1
loathsomely,negative,-1
logical,positive,1
lone,negative,-1
loneliness,negative,-1
lonely,negative,-1
loner,negative,-1
lonesome,negative,-1
long-lasting,positive,1
long-time,negative,-1
long-winded,negative,-1
longing,negative,-1
longingly,negative,-1
loophole,negative,-1
loopholes,negative,-1
loose,negative,-1
loot,negative,-1
lorn,negative,-1
lose,negative,-1
loser,negative,-1
losers,negative,-1
loses,negative,-1
losing,negative,-1
loss,negative,-1
losses,negative,-1
lost,negative,-1
loud,negative,-1
louder,negative,-1
lousy,negative,-1
lovable,positive,1
lovably,positive,1
love,positive,1
loved,positive,1
loveless,negative,-1
loveliness,positive,1
lovelorn,negative,-1
lovely,positive,1
lover,positive,1
loves,positive,1
loving,positive,1
low-cost,positive,1
low-price,positive,1
low-priced,positive,1
low-rated,negative,-1
low-risk,positive,1
lower-priced,positive,1
lowly,negative,-1
loyal,positive,1
loyalty,positive,1
lucid,positive,1
lucidly,positive,1
luck,positive,1
luckier,positive,1
luckiest,positive,1
luckiness,positive,1
lucky,positive,1
lucrative,positive,1
ludicrous,negative,-1
ludicrously,negative,-1
lugubrious,negative,-1
lukewarm,negative,-1
lull,negative,-1
luminous,positive,1
lumpy,negative,-1
lunatic,negative,-1
lunaticism,negative,-1
lurch,negative,-1
lure,negative,-1
lurid,negative,-1
lurk,negative,-1
lurking,negative,-1
lush,positive,1
luster,positive,1
lustrous,positive,1
luxuriant,positive,1
luxuriate,positive,1
luxurious,positive,1
luxuriously,positive,1
luxury,positive,1
lying,negative,-1
lyrical,positive,1
macabre,negative,-1
mad,negative,-1
madden,negative,-1
maddening,negative,-1
maddeningly,negative,-1
madder,negative,-1
madly,negative,-1
madman,negative,-1
madness,negative,-1
magic,positive,1
magical,positive,1
magnanimous,positive,1
magnanimously,positive,1
magnificence,positive,1
magnificent,positive,1
magnificently,positive,1
majestic,positive,1
majesty,positive,1
maladjusted,negative,-1
maladjustment,negative,-1
malady,negative,-1
malaise,negative,-1
malcontent,negative,-1
malcontented,negative,-1
maledict,negative,-1
malevolence,negative,-1
malevolent,negative,-1
malevolently,negative,-1
malice,negative,-1
malicious,negative,-1
maliciously,negative,-1
maliciousness,negative,-1
malign,negative,-1
malignant,negative,-1
malodorous,negative,-1
maltreatment,negative,-1
manageable,positive,1
maneuverable,positive,1
mangle,negative,-1
mangled,negative,-1
mangles,negative,-1
mangling,negative,-1
mania,negative,-1
maniac,negative,-1
maniacal,negative,-1
manic,negative,-1
manipulate,negative,-1
manipulation,negative,-1
manipulative,negative,-1
manipulators,negative,-1
mar,negative,-1
marginal,negative,-1
marginally,negative,-1
martyrdom,negative,-1
martyrdom-seeking,negative,-1
marvel,positive,1
marveled,positive,1
marvelled,positive,1
marvellous,positive,1
marvelous,positive,1
marvelously,positive,1
marvelousness,positive,1
marvels,positive,1
mashed,negative,-1
massacre,negative,-1
massacres,negative,-1
master,positive,1
masterful,positive,1
masterfully,positive,1
masterpiece,positive,1
masterpieces,positive,1
masters,positive,1
mastery,positive,1
matchless,positive,1
matte,negative,-1
mature,positive,1
maturely,positive,1
maturity,positive,1
mawkish,negative,-1
mawkishly,negative,-1
mawkishness,negative,-1
meager,negative,-1
meaningful,positive,1
meaningless,negative,-1
meanness,negative,-1
measly,negative,-1
meddle,negative,-1
meddlesome,negative,-1
mediocre,negative,-1
mediocrity,negative,-1
melancholy,negative,-1
melodramatic,negative,-1
melodramatically,negative,-1
meltdown,negative,-1
memorable,positive,1
menace,negative,-1
menacing,negative,-1
menacingly,negative,-1
mendacious,negative,-1
mendacity,negative,-1
menial,negative,-1
merciful,positive,1
mercifully,positive,1
merciless,negative,-1
mercilessly,negative,-1
mercy,positive,1
merit,positive,1
meritorious,positive,1
merrily,positive,1
merriment,positive,1
merriness,positive,1
merry,positive,1
mesmerize,positive,1
mesmerized,positive,1
mesmerizes,positive,1
mesmerizing,positive,1
mesmerizingly,positive,1
mess,negative,-1
messed,negative,-1
messes,negative,-1
messing,negative,-1
messy,negative,-1
meticulous,positive,1
meticulously,positive,1
midget,negative,-1
miff,negative,-1
mightily,positive,1
mighty,positive,1
militancy,negative,-1
mind-blowing,positive,1
mindless,negative,-1
mindlessly,negative,-1
miracle,positive,1
miracles,positive,1
miraculous,positive,1
miraculously,positive,1
miraculousness,positive,1
mirage,negative,-1
mire,negative,-1
misalign,negative,-1
misaligned,negative,-1
misaligns,negative,-1
misapprehend,negative,-1
misbecome,negative,-1
misbecoming,negative,-1
misbegotten,negative,-1
misbehave,negative,-1
misbehavior,negative,-1
miscalculate,negative,-1
miscalculation,negative,-1
miscellaneous,negative,-1
mischief,negative,-1
mischievous,negative,-1
mischievously,negative,-1
misconception,negative,-1
misconceptions,negative,-1
miscreant,negative,-1
miscreants,negative,-1
misdirection,negative,-1
miser,negative,-1
miserable,negative,-1
miserableness,negative,-1
miserably,negative,-1
miseries,negative,-1
miserly,negative,-1
misery,negative,-1
misfit,negative,-1
misfortune,negative,-1
misgiving,negative,-1
misgivings,negative,-1
misguidance,negative,-1
misguide,negative,-1
misguided,negative,-1
mishandle,negative,-1
mishap,negative,-1
misinform,negative,-1
misinformed,negative,-1
misinterpret,negative,-1
misjudge,negative,-1
misjudgment,negative,-1
mislead,negative,-1
misleading,negative,-1
misleadingly,negative,-1
mislike,negative,-1
mismanage,negative,-1
mispronounce,negative,-1
mispronounced,negative,-1
mispronounces,negative,-1
misread,negative,-1
misreading,negative,-1
misrepresent,negative,-1
misrepresentation,negative,-1
miss,negative,-1
missed,negative,-1
misses,negative,-1
misstatement,negative,-1
mist,negative,-1
mistake,negative,-1
mistaken,negative,-1
mistakenly,negative,-1
mistakes,negative,-1
mistified,negative,-1
mistress,negative,-1
mistrust,negative,-1
mistrustful,negative,-1
mistrustfully,negative,-1
mists,negative,-1
misunderstand,negative,-1
misunderstanding,negative,-1
misunderstandings,negative,-1
misunderstood,negative,-1
misuse,negative,-1
moan,negative,-1
mobster,negative,-1
mock,negative,-1
mocked,negative,-1
mockeries,negative,-1
mockery,negative,-1
mocking,negative,-1
mockingly,negative,-1
mocks,negative,-1
modern,positive,1
modest,positive,1
modesty,positive,1
molest,negative,-1
molestation,negative,-1
momentous,positive,1
monotonous,negative,-1
monotony,negative,-1
monster,negative,-1
monstrosities,negative,-1
monstrosity,negative,-1
monstrous,negative,-1
